Dollar Loss,Year,Sprinkler System Presence
50,2012,No sprinkler system
1000,2014,No sprinkler system
500,2013,NA
2500,2013,Full sprinkler system present
2000,2015,No sprinkler system
700,2016,No sprinkler system
100,2016,Undetermined
300,2016,NA
5000,2012,NA
0,2012,Partial sprinkler system present
500,2012,NA
100,2012,NA
20000,2012,No sprinkler system
7000,2017,NA
10000,2017,NA
5000,2016,No sprinkler system
1000,2012,No sprinkler system
8000,2016,Undetermined
30000,2016,Full sprinkler system present
500,2016,No sprinkler system
0,2016,Partial sprinkler system present
12000,2015,No sprinkler system
10,2016,Undetermined
1000,2013,Undetermined
40000,2013,No sprinkler system
20000,2017,NA
5000,2017,NA
25000,2017,NA
7000,2017,NA
60,2017,NA
1000,2017,No sprinkler system
10000,2017,NA
4000,2017,No sprinkler system
8000,2017,NA
5000,2012,No sprinkler system
100,2012,Partial sprinkler system present
1000,2013,No sprinkler system
2000,2017,No sprinkler system
100,2017,No sprinkler system
10000,2015,No sprinkler system
50,2017,No sprinkler system
2000,2016,No sprinkler system
5000,2016,No sprinkler system
200,2012,No sprinkler system
0,2016,NA
1500,2016,NA
5000,2017,NA
2000,2015,NA
3000,2015,NA
60000,2016,NA
1000,2016,NA
100,2016,NA
0,2013,NA
9000,2014,NA
0,2014,NA
250000,2017,NA
0,2017,NA
7000,2017,NA
20000,2017,NA
40000,2017,NA
2000,2017,NA
1000,2017,No sprinkler system
0,2017,Undetermined
2000,2014,NA
2000,2013,No sprinkler system
100,2013,No sprinkler system
100000,2013,NA
500,2013,NA
0,2013,Undetermined
5000,2017,Full sprinkler system present
4000,2014,NA
40000,2017,NA
15000,2017,NA
400,2016,No sprinkler system
4500,2017,Undetermined
300,2015,NA
10000,2014,NA
0,2014,NA
1000,2017,NA
5000,2017,Full sprinkler system present
1500,2017,No sprinkler system
1000,2017,NA
1000,2017,No sprinkler system
500,2013,NA
500,2014,Undetermined
4000,2012,Full sprinkler system present
20000,2012,No sprinkler system
25,2012,No sprinkler system
5000,2017,No sprinkler system
500,2014,No sprinkler system
100,2013,No sprinkler system
50000,2017,No sprinkler system
0,2013,NA
5000,2013,No sprinkler system
500,2015,No sprinkler system
0,2015,NA
625,2013,Undetermined
1000,2014,NA
2000,2013,No sprinkler system
1500,2013,No sprinkler system
10,2012,No sprinkler system
5000,2013,Full sprinkler system present
100,2012,No sprinkler system
0,2016,No sprinkler system
2000,2013,Undetermined
0,2015,No sprinkler system
0,2014,No sprinkler system
0,2013,NA
4000,2017,No sprinkler system
20000,2016,No sprinkler system
20000,2014,No sprinkler system
10000,2014,Partial sprinkler system present
1000,2017,No sprinkler system
5000,2016,NA
250,2013,Undetermined
0,2017,Undetermined
1000,2017,Partial sprinkler system present
8000,2017,NA
20000,2015,NA
10000,2016,NA
1000,2016,No sprinkler system
1000,2017,NA
800,2013,Undetermined
15000,2013,No sprinkler system
8000,2013,No sprinkler system
10000,2013,No sprinkler system
5000,2016,NA
0,2015,NA
0,2014,NA
5000,2016,NA
25000,2016,NA
0,2013,NA
20000,2013,NA
200,2013,Undetermined
0,2014,NA
10000,2015,NA
1000,2014,NA
3000,2016,NA
10,2016,NA
300,2014,No sprinkler system
5000,2016,NA
10,2015,Undetermined
1000,2015,NA
1,2015,NA
0,2015,NA
50000,2016,NA
300,2017,NA
0,2014,NA
3000,2014,NA
1000,2017,NA
2000,2012,Full sprinkler system present
5000,2017,Full sprinkler system present
500,2014,No sprinkler system
3000,2013,No sprinkler system
0,2015,NA
500,2013,Full sprinkler system present
500,2016,Undetermined
10000,2012,No sprinkler system
2000,2013,Full sprinkler system present
15000,2012,NA
0,2014,NA
10000,2015,No sprinkler system
500,2012,NA
250,2016,Undetermined
100,2014,No sprinkler system
800,2015,No sprinkler system
5000,2015,No sprinkler system
500,2017,No sprinkler system
200,2012,No sprinkler system
0,2016,NA
30000,2015,NA
1000,2013,Full sprinkler system present
1000,2013,Undetermined
500,2016,NA
2000,2013,No sprinkler system
1500,2014,No sprinkler system
3000,2013,No sprinkler system
35000,2016,NA
25,2015,Undetermined
100,2015,No sprinkler system
3500,2013,NA
300,2013,NA
2000,2014,NA
2000,2015,NA
0,2014,No sprinkler system
0,2014,NA
200,2014,Undetermined
40000,2015,NA
1000,2017,NA
1000,2016,NA
25,2016,Undetermined
100,2016,No sprinkler system
1000,2013,NA
40000,2016,NA
200,2014,NA
5000,2014,NA
0,2014,No sprinkler system
1000,2012,NA
20000,2014,NA
1000,2013,Undetermined
2000,2014,NA
8000,2012,NA
4000,2016,No sprinkler system
1000,2012,NA
10,2017,No sprinkler system
200,2014,Undetermined
200,2012,Undetermined
5000,2013,NA
500,2013,Undetermined
1000,2017,No sprinkler system
40000,2013,NA
500,2015,Undetermined
8000,2012,NA
6000,2012,Undetermined
8000,2012,NA
5000,2012,No sprinkler system
100,2016,No sprinkler system
100,2015,Undetermined
50,2015,NA
200,2012,No sprinkler system
2000,2016,Undetermined
0,2012,NA
3000,2013,NA
4000,2015,NA
5000,2012,NA
50,2012,Undetermined
7500,2015,NA
100,2012,No sprinkler system
100,2012,No sprinkler system
0,2012,Full sprinkler system present
0,2015,No sprinkler system
100,2012,No sprinkler system
200,2013,No sprinkler system
500,2013,NA
20000,2016,No sprinkler system
0,2016,No sprinkler system
200,2012,No sprinkler system
200,2012,Undetermined
900,2012,Partial sprinkler system present
1000,2016,NA
200,2013,NA
2000,2015,NA
0,2017,NA
0,2013,Undetermined
300,2016,NA
2000,2017,NA
25000,2016,NA
3000,2013,NA
10000,2016,NA
2000,2016,NA
100,2015,NA
0,2015,NA
50,2013,No sprinkler system
500,2017,No sprinkler system
5000,2015,NA
1500,2014,NA
5000,2013,NA
0,2013,No sprinkler system
20000,2013,No sprinkler system
4000,2013,No sprinkler system
20000,2013,NA
10000,2013,No sprinkler system
3000,2015,No sprinkler system
200,2012,Full sprinkler system present
10000,2012,No sprinkler system
50,2012,Partial sprinkler system present
0,2015,Full sprinkler system present
25000,2013,No sprinkler system
5000,2013,No sprinkler system
200,2013,NA
7000,2013,NA
0,2014,NA
3000,2015,NA
10000,2015,NA
2000,2013,NA
35000,2015,NA
500,2016,No sprinkler system
15000,2015,NA
1000,2016,No sprinkler system
100,2013,No sprinkler system
3000,2012,Partial sprinkler system present
300,2012,No sprinkler system
5000,2016,No sprinkler system
300,2016,Undetermined
100,2016,Undetermined
20000,2017,NA
0,2012,NA
9000,2012,NA
5000,2016,Full sprinkler system present
50000,2016,Full sprinkler system present
5000,2017,No sprinkler system
0,2012,No sprinkler system
25000,2014,Undetermined
0,2014,NA
250,2012,Undetermined
0,2013,No sprinkler system
2400,2015,No sprinkler system
1000,2015,Undetermined
1000,2013,NA
100,2012,No sprinkler system
0,2013,NA
1000,2012,No sprinkler system
500,2012,No sprinkler system
1000,2012,No sprinkler system
1000,2015,No sprinkler system
750,2015,Full sprinkler system present
20000,2015,No sprinkler system
100,2017,No sprinkler system
1500,2017,No sprinkler system
500,2016,Undetermined
1000,2014,No sprinkler system
300,2013,Undetermined
0,2014,Full sprinkler system present
500,2014,No sprinkler system
0,2014,NA
0,2017,Partial sprinkler system present
200,2015,No sprinkler system
3000,2016,Undetermined
20000,2015,NA
2,2012,Undetermined
2000,2012,No sprinkler system
1000,2012,Undetermined
5000,2015,Undetermined
200,2016,No sprinkler system
5000,2012,Partial sprinkler system present
1000,2014,No sprinkler system
0,2014,Full sprinkler system present
10000,2016,No sprinkler system
1000,2012,No sprinkler system
20000,2012,No sprinkler system
300,2016,Partial sprinkler system present
0,2016,Undetermined
5500,2012,NA
2000,2012,No sprinkler system
5000,2013,NA
70000,2015,NA
0,2013,No sprinkler system
0,2012,No sprinkler system
7000,2014,NA
2000,2015,No sprinkler system
200,2012,No sprinkler system
0,2017,No sprinkler system
5000,2014,No sprinkler system
0,2013,Full sprinkler system present
0,2013,No sprinkler system
2000,2013,No sprinkler system
100,2013,No sprinkler system
100,2015,No sprinkler system
0,2015,NA
0,2012,Partial sprinkler system present
200,2012,No sprinkler system
10000,2012,No sprinkler system
0,2016,No sprinkler system
0,2013,NA
25000,2014,NA
500,2013,No sprinkler system
3000,2014,No sprinkler system
2500,2012,No sprinkler system
0,2014,No sprinkler system
10000,2015,NA
10000,2015,NA
50,2014,No sprinkler system
200,2012,No sprinkler system
250,2012,No sprinkler system
5000,2016,NA
0,2014,NA
10000,2016,NA
500,2016,NA
10000,2015,NA
5000,2015,NA
160,2012,Full sprinkler system present
1000,2015,NA
10000,2017,NA
250,2012,NA
1500,2012,No sprinkler system
50,2014,No sprinkler system
100,2014,NA
200,2014,NA
50000,2013,NA
2000,2015,NA
0,2014,NA
30000,2017,NA
3000,2013,NA
5000,2013,NA
0,2015,NA
80000,2016,NA
2000,2017,NA
2000,2013,NA
500,2012,Undetermined
300,2012,No sprinkler system
2000,2015,NA
50,2016,No sprinkler system
500,2015,No sprinkler system
10000,2012,Full sprinkler system present
5000,2017,No sprinkler system
5000,2017,No sprinkler system
800,2012,No sprinkler system
1000,2013,No sprinkler system
3000,2012,Partial sprinkler system present
20000,2016,No sprinkler system
0,2016,NA
20000,2014,No sprinkler system
2000,2014,No sprinkler system
200,2013,Full sprinkler system present
3000,2014,No sprinkler system
40000,2017,No sprinkler system
3000,2013,No sprinkler system
1000,2014,No sprinkler system
10000,2012,NA
10,2014,No sprinkler system
30000,2012,NA
5000,2013,NA
6000,2014,Undetermined
3000,2013,NA
20000,2013,NA
5000,2014,NA
200,2017,NA
25000,2014,NA
25000,2016,NA
0,2015,No sprinkler system
400,2015,NA
0,2013,NA
100,2016,No sprinkler system
250,2016,Full sprinkler system present
500,2014,Full sprinkler system present
20,2013,No sprinkler system
1000,2015,Undetermined
1500,2015,Full sprinkler system present
0,2013,NA
20000,2015,NA
0,2014,NA
50000,2014,NA
100,2017,No sprinkler system
20000,2017,Undetermined
2000,2017,NA
500,2017,NA
3000,2017,No sprinkler system
0,2013,Partial sprinkler system present
2000,2013,No sprinkler system
5000,2013,No sprinkler system
5000,2013,No sprinkler system
2500,2012,No sprinkler system
0,2012,Undetermined
0,2017,No sprinkler system
0,2015,NA
200,2015,No sprinkler system
0,2016,Undetermined
0,2013,No sprinkler system
25000,2016,NA
200,2015,No sprinkler system
1000,2014,No sprinkler system
0,2015,No sprinkler system
500,2015,Full sprinkler system present
0,2015,Full sprinkler system present
50000,2015,No sprinkler system
300,2015,No sprinkler system
35000,2015,NA
200,2015,No sprinkler system
3000,2015,No sprinkler system
10000,2015,Full sprinkler system present
1000,2012,No sprinkler system
5000,2012,No sprinkler system
5,2012,No sprinkler system
5000,2012,No sprinkler system
2000,2013,No sprinkler system
0,2016,Partial sprinkler system present
0,2014,Undetermined
700,2012,No sprinkler system
7000,2012,No sprinkler system
5000,2012,No sprinkler system
50000,2016,NA
5000,2016,No sprinkler system
10000,2016,No sprinkler system
80000,2016,No sprinkler system
5000,2016,No sprinkler system
10000,2016,No sprinkler system
500,2017,Full sprinkler system present
50,2015,No sprinkler system
0,2012,Undetermined
2000,2012,Partial sprinkler system present
1,2012,No sprinkler system
500,2014,No sprinkler system
200,2014,Undetermined
10000,2012,No sprinkler system
1000,2017,Undetermined
0,2017,NA
50,2013,No sprinkler system
1500,2012,No sprinkler system
5000,2016,NA
1000,2016,NA
10000,2015,NA
10000,2015,NA
40000,2017,Undetermined
1000,2017,NA
1000,2017,NA
5000,2017,NA
28000,2017,NA
2000,2017,NA
200,2017,NA
1,2017,NA
15000,2017,NA
5000,2012,No sprinkler system
0,2012,No sprinkler system
1000,2017,No sprinkler system
5000,2017,Full sprinkler system present
3000,2017,No sprinkler system
2000,2017,No sprinkler system
500,2017,NA
0,2017,NA
2000,2017,No sprinkler system
1,2017,NA
1000,2017,No sprinkler system
10000,2017,NA
100,2017,NA
2000,2017,NA
6000,2017,NA
10000,2017,NA
1000,2017,NA
50,2017,NA
200,2017,NA
700,2017,Undetermined
70000,2017,NA
2000,2017,NA
0,2015,NA
250,2012,Undetermined
12000,2016,NA
50,2016,No sprinkler system
10000,2016,No sprinkler system
25,2012,Undetermined
10000,2016,NA
500,2015,No sprinkler system
300,2012,Undetermined
9500,2012,Undetermined
1000,2014,Full sprinkler system present
1000,2014,No sprinkler system
1000,2015,Partial sprinkler system present
10000,2016,NA
50,2016,No sprinkler system
0,2014,NA
200,2015,No sprinkler system
1000,2015,Undetermined
0,2015,Undetermined
50,2015,No sprinkler system
1000,2016,No sprinkler system
1,2015,No sprinkler system
1000,2013,NA
7000,2015,Full sprinkler system present
500,2012,No sprinkler system
100,2014,Full sprinkler system present
2000,2016,No sprinkler system
500,2016,No sprinkler system
1000,2012,No sprinkler system
1000,2012,Undetermined
0,2015,Partial sprinkler system present
500,2015,Partial sprinkler system present
300,2015,Undetermined
1000,2013,No sprinkler system
1000,2016,No sprinkler system
250,2016,No sprinkler system
3500,2017,NA
200,2017,No sprinkler system
10000,2017,NA
5000,2017,NA
0,2017,NA
5000,2017,NA
1000,2017,NA
100,2017,NA
5000,2017,NA
1000,2012,No sprinkler system
10000,2014,Partial sprinkler system present
500,2015,No sprinkler system
1000,2015,Undetermined
1000,2013,No sprinkler system
0,2017,Undetermined
1000,2017,No sprinkler system
1000,2017,NA
15000,2017,NA
200,2017,NA
15000,2017,NA
2000,2017,NA
200,2017,NA
0,2017,No sprinkler system
3000,2014,NA
3000,2012,No sprinkler system
5000,2014,NA
500,2012,NA
2000,2016,NA
2000,2016,No sprinkler system
1100,2017,Undetermined
1000,2015,Full sprinkler system present
3800,2012,No sprinkler system
1000,2016,Full sprinkler system present
500,2015,NA
3000,2015,No sprinkler system
5000,2017,No sprinkler system
4000,2017,NA
200,2017,NA
50,2017,NA
0,2017,NA
0,2017,NA
1000,2017,Undetermined
0,2017,Undetermined
2000,2017,NA
25000,2014,NA
0,2017,NA
0,2016,No sprinkler system
1000,2012,No sprinkler system
150,2016,NA
1000,2015,NA
0,2012,No sprinkler system
2000,2013,Undetermined
0,2017,No sprinkler system
7500,2012,NA
1000,2012,No sprinkler system
2000,2013,No sprinkler system
3000,2013,No sprinkler system
7000,2013,No sprinkler system
10000,2017,NA
4000,2017,NA
0,2017,NA
10000,2017,No sprinkler system
7500,2017,NA
2000,2017,NA
1000,2017,NA
100,2017,NA
7500,2017,NA
5000,2014,NA
300,2014,No sprinkler system
12000,2014,NA
0,2015,No sprinkler system
50,2014,No sprinkler system
3000,2014,NA
10000,2013,NA
10000,2015,No sprinkler system
0,2015,Undetermined
5000,2014,No sprinkler system
200,2015,Partial sprinkler system present
0,2012,Partial sprinkler system present
2500,2012,No sprinkler system
8000,2013,NA
3000,2017,NA
10000,2017,NA
0,2015,Full sprinkler system present
0,2013,NA
1000,2013,NA
0,2013,NA
50,2017,Full sprinkler system present
0,2013,No sprinkler system
3000,2017,NA
15000,2017,NA
1000,2017,NA
100,2017,NA
200,2017,No sprinkler system
8000,2017,NA
10000,2017,NA
1000,2017,NA
50,2014,NA
1000,2014,NA
30000,2014,NA
1000,2014,No sprinkler system
1000,2017,Full sprinkler system present
15000,2015,NA
0,2014,No sprinkler system
17000,2014,NA
300,2014,NA
30000,2017,NA
100,2016,No sprinkler system
1000,2016,NA
2000,2014,NA
8000,2014,NA
15000,2017,NA
1000,2016,NA
200,2014,No sprinkler system
10000,2012,No sprinkler system
10000,2013,No sprinkler system
5000,2013,No sprinkler system
4000,2013,NA
5000,2016,Full sprinkler system present
200,2016,No sprinkler system
0,2016,No sprinkler system
5000,2017,No sprinkler system
35000,2015,NA
500,2016,No sprinkler system
1000,2016,NA
300,2014,NA
15000,2014,No sprinkler system
10,2017,No sprinkler system
1000,2013,Partial sprinkler system present
500,2012,Partial sprinkler system present
250,2012,No sprinkler system
5000,2015,No sprinkler system
0,2012,Undetermined
500,2015,No sprinkler system
500,2012,No sprinkler system
0,2012,No sprinkler system
300,2016,No sprinkler system
500,2014,NA
2000,2016,No sprinkler system
10000,2015,No sprinkler system
45000,2013,No sprinkler system
4000,2013,No sprinkler system
0,2015,NA
1000,2015,No sprinkler system
500,2016,Partial sprinkler system present
5000,2017,NA
100,2013,No sprinkler system
200,2013,No sprinkler system
50000,2017,No sprinkler system
2000,2012,No sprinkler system
1000,2016,Partial sprinkler system present
0,2013,Undetermined
500,2016,NA
3000,2014,NA
0,2014,No sprinkler system
0,2013,NA
10000,2015,NA
600,2016,No sprinkler system
20000,2016,No sprinkler system
5000,2017,No sprinkler system
5000,2015,NA
60,2015,No sprinkler system
500,2015,NA
200,2013,No sprinkler system
500,2012,No sprinkler system
5000,2012,Partial sprinkler system present
2000,2012,No sprinkler system
200,2017,No sprinkler system
500,2014,Undetermined
25,2014,Partial sprinkler system present
1000,2017,NA
20,2017,No sprinkler system
5000,2017,NA
6000,2017,NA
1000,2016,Partial sprinkler system present
400,2016,No sprinkler system
200,2016,NA
1000,2014,NA
500,2015,No sprinkler system
35000,2016,NA
0,2013,NA
0,2017,NA
500,2017,No sprinkler system
10000,2013,NA
6000,2013,No sprinkler system
1000,2017,Undetermined
1500,2017,Undetermined
1500,2013,Undetermined
5000,2012,NA
500,2012,Partial sprinkler system present
50,2015,Undetermined
5000,2013,NA
200,2017,Full sprinkler system present
20000,2015,No sprinkler system
25,2013,No sprinkler system
500,2013,No sprinkler system
10000,2013,No sprinkler system
5000,2015,No sprinkler system
1000,2016,No sprinkler system
10000,2014,Undetermined
500,2014,Undetermined
1000,2014,No sprinkler system
0,2014,Full sprinkler system present
10000,2013,No sprinkler system
0,2012,Partial sprinkler system present
1500,2013,No sprinkler system
0,2017,No sprinkler system
2000,2015,No sprinkler system
1,2015,Partial sprinkler system present
2000,2015,No sprinkler system
6000,2015,No sprinkler system
100,2012,Undetermined
1000,2012,No sprinkler system
1000,2012,No sprinkler system
10,2012,No sprinkler system
1000,2012,No sprinkler system
300,2015,No sprinkler system
5000,2016,No sprinkler system
0,2014,Undetermined
1000,2016,Undetermined
500,2014,Undetermined
2500,2015,NA
1000,2016,NA
0,2013,No sprinkler system
0,2015,No sprinkler system
3000,2015,NA
5,2014,Partial sprinkler system present
1500,2015,Undetermined
500,2016,Full sprinkler system present
600,2015,Partial sprinkler system present
25,2016,NA
0,2013,NA
500,2014,Undetermined
0,2012,Partial sprinkler system present
500,2012,No sprinkler system
2,2015,Undetermined
0,2013,Undetermined
500,2012,Undetermined
5000,2014,NA
4999,2014,NA
250,2014,NA
0,2016,No sprinkler system
2000,2014,NA
5000,2014,NA
1,2016,Partial sprinkler system present
100,2015,No sprinkler system
4000,2012,No sprinkler system
3000,2012,No sprinkler system
5000,2016,No sprinkler system
100,2016,No sprinkler system
2000,2017,No sprinkler system
10000,2014,NA
4000,2015,No sprinkler system
1000,2013,No sprinkler system
8000,2016,No sprinkler system
300,2015,NA
0,2016,No sprinkler system
2000,2014,No sprinkler system
0,2014,No sprinkler system
0,2012,NA
0,2012,No sprinkler system
5000,2012,No sprinkler system
200,2014,No sprinkler system
100,2016,Undetermined
10,2013,No sprinkler system
10000,2017,No sprinkler system
5000,2014,NA
0,2014,NA
3000,2017,NA
100,2014,NA
1000,2014,Full sprinkler system present
0,2013,Partial sprinkler system present
2000,2016,No sprinkler system
100,2015,NA
3000,2016,Partial sprinkler system present
0,2015,Partial sprinkler system present
0,2015,Full sprinkler system present
0,2015,No sprinkler system
500,2015,NA
1000,2015,Undetermined
4000,2016,Full sprinkler system present
5000,2012,Undetermined
1000,2012,No sprinkler system
500,2014,No sprinkler system
500,2014,Undetermined
500,2014,No sprinkler system
1000,2014,No sprinkler system
600,2015,Undetermined
6000,2015,NA
5000,2014,NA
15000,2014,No sprinkler system
3000,2017,Partial sprinkler system present
1000,2014,NA
1000,2014,Undetermined
300,2014,No sprinkler system
10000,2013,NA
500,2013,Undetermined
1000,2016,No sprinkler system
15000,2015,NA
3500,2015,NA
200,2013,No sprinkler system
100,2014,NA
100,2014,Full sprinkler system present
10000,2015,No sprinkler system
500,2013,NA
500,2016,Undetermined
2000,2014,NA
500,2014,No sprinkler system
20000,2017,NA
500,2017,No sprinkler system
6000,2014,No sprinkler system
5000,2016,No sprinkler system
400,2014,No sprinkler system
500,2017,No sprinkler system
1000,2013,Undetermined
1000,2013,No sprinkler system
600,2013,No sprinkler system
800,2013,Partial sprinkler system present
500,2012,No sprinkler system
0,2012,No sprinkler system
2000,2016,No sprinkler system
600,2012,No sprinkler system
5000,2016,No sprinkler system
3000,2014,No sprinkler system
100,2017,Partial sprinkler system present
3000,2014,NA
0,2015,No sprinkler system
500,2016,NA
0,2015,No sprinkler system
10,2015,NA
2,2014,Undetermined
35000,2016,No sprinkler system
5000,2014,No sprinkler system
3000,2012,No sprinkler system
12000,2015,No sprinkler system
0,2015,Full sprinkler system present
100,2015,No sprinkler system
0,2012,No sprinkler system
5000,2012,No sprinkler system
2000,2012,No sprinkler system
5000,2014,No sprinkler system
5000,2017,NA
0,2017,Undetermined
10000,2017,NA
1000,2017,No sprinkler system
0,2017,No sprinkler system
2000,2017,No sprinkler system
5000,2017,NA
600,2014,Undetermined
0,2012,Full sprinkler system present
300,2012,Partial sprinkler system present
2000,2012,NA
1000,2012,No sprinkler system
50,2016,Full sprinkler system present
20000,2016,Full sprinkler system present
0,2015,No sprinkler system
0,2017,NA
0,2016,NA
1000,2017,NA
1000,2014,Undetermined
3000,2014,Full sprinkler system present
300,2017,No sprinkler system
2000,2017,No sprinkler system
3500,2017,No sprinkler system
0,2017,Partial sprinkler system present
10,2017,No sprinkler system
0,2017,No sprinkler system
300,2017,No sprinkler system
28500,2015,No sprinkler system
2000,2014,No sprinkler system
1000,2012,Undetermined
1000,2016,Undetermined
8000,2014,NA
500,2017,NA
4000,2013,NA
0,2014,NA
10000,2013,NA
15000,2016,NA
10000,2015,NA
1500,2017,NA
5000,2016,NA
1,2015,NA
3000,2016,No sprinkler system
300,2014,No sprinkler system
500,2014,No sprinkler system
1000,2014,No sprinkler system
10000,2012,No sprinkler system
2000,2017,No sprinkler system
3500,2017,No sprinkler system
5000,2017,Undetermined
4000,2016,No sprinkler system
5000,2016,No sprinkler system
0,2016,NA
500,2014,No sprinkler system
3000,2015,No sprinkler system
1000,2015,No sprinkler system
100,2012,No sprinkler system
500,2015,No sprinkler system
500,2012,Full sprinkler system present
1000,2012,Undetermined
500,2014,Partial sprinkler system present
180000,2014,Full sprinkler system present
5000,2016,No sprinkler system
0,2017,No sprinkler system
0,2014,Partial sprinkler system present
2000,2015,Undetermined
300,2014,No sprinkler system
0,2016,No sprinkler system
5000,2015,No sprinkler system
1500,2014,No sprinkler system
500,2014,No sprinkler system
1000,2012,NA
1000,2012,Partial sprinkler system present
100,2017,Undetermined
50,2015,No sprinkler system
10000,2015,NA
0,2016,NA
1000,2017,No sprinkler system
0,2012,NA
25000,2012,NA
6000,2013,NA
18000,2017,NA
5000,2015,NA
3000,2016,NA
0,2015,No sprinkler system
20000,2015,No sprinkler system
0,2014,No sprinkler system
500,2012,No sprinkler system
0,2014,No sprinkler system
1000,2013,NA
1,2017,Partial sprinkler system present
200,2015,NA
0,2014,NA
9000,2014,No sprinkler system
10000,2012,NA
2000,2013,NA
10000,2013,NA
200,2013,NA
0,2014,Partial sprinkler system present
1000,2014,Full sprinkler system present
0,2014,Undetermined
40000,2014,No sprinkler system
0,2016,Full sprinkler system present
0,2016,No sprinkler system
500,2016,No sprinkler system
0,2014,Full sprinkler system present
5000,2016,Full sprinkler system present
0,2016,NA
500,2015,No sprinkler system
5000,2014,No sprinkler system
1000,2012,Full sprinkler system present
10000,2012,NA
200,2017,No sprinkler system
250,2017,Undetermined
100,2014,No sprinkler system
5,2014,Full sprinkler system present
10000,2015,Undetermined
250,2017,Undetermined
500,2014,Undetermined
4000,2017,NA
0,2015,NA
200,2015,NA
500,2014,Full sprinkler system present
10000,2015,No sprinkler system
0,2012,No sprinkler system
20000,2012,No sprinkler system
5000,2014,Undetermined
0,2012,NA
10000,2013,NA
0,2012,NA
10000,2014,NA
8000,2016,NA
0,2013,NA
1500,2013,Undetermined
10000,2016,NA
20000,2013,No sprinkler system
0,2017,No sprinkler system
10000,2015,Undetermined
4000,2014,No sprinkler system
1500,2014,No sprinkler system
500,2012,No sprinkler system
10000,2012,NA
2000,2014,No sprinkler system
50,2016,No sprinkler system
0,2012,No sprinkler system
2500,2012,No sprinkler system
0,2016,Full sprinkler system present
25000,2016,No sprinkler system
1000,2013,No sprinkler system
10000,2013,No sprinkler system
0,2017,Full sprinkler system present
500,2017,Partial sprinkler system present
100,2016,NA
15,2013,Full sprinkler system present
5000,2016,NA
0,2012,NA
2000,2012,NA
20000,2017,NA
43100,2015,NA
20000,2012,NA
2000,2012,NA
7500,2016,NA
3000,2013,NA
35000,2012,NA
5000,2012,NA
1,2016,No sprinkler system
2000,2014,No sprinkler system
3000,2015,No sprinkler system
20000,2014,Undetermined
100,2014,No sprinkler system
6000,2016,No sprinkler system
1000,2014,No sprinkler system
0,2014,No sprinkler system
150,2013,No sprinkler system
500,2015,No sprinkler system
0,2015,No sprinkler system
1000,2015,NA
10000,2013,NA
500,2014,Undetermined
500,2013,Full sprinkler system present
0,2016,No sprinkler system
100,2016,No sprinkler system
0,2015,NA
2000,2013,NA
3000,2017,NA
8000,2016,NA
0,2015,NA
5500,2012,NA
500,2012,NA
8000,2017,NA
2000,2014,NA
30000,2012,NA
3000,2016,NA
1200,2014,NA
50,2013,Undetermined
100,2015,Undetermined
500,2017,Undetermined
2,2017,NA
100,2016,Full sprinkler system present
500,2014,No sprinkler system
10000,2014,No sprinkler system
4000,2014,No sprinkler system
3000,2015,No sprinkler system
20,2015,Partial sprinkler system present
20000,2014,NA
50000,2012,NA
1500,2013,NA
0,2015,NA
0,2016,NA
5000,2012,No sprinkler system
12000,2017,NA
7000,2014,NA
5000,2013,NA
500,2015,No sprinkler system
500,2015,No sprinkler system
500,2015,No sprinkler system
500,2017,No sprinkler system
100000,2014,No sprinkler system
2500,2014,Full sprinkler system present
1500,2014,No sprinkler system
0,2013,Partial sprinkler system present
10000,2014,Full sprinkler system present
1000,2016,Undetermined
1000,2016,No sprinkler system
7000,2017,NA
20000,2017,NA
0,2013,Undetermined
5000,2016,No sprinkler system
25000,2016,No sprinkler system
20000,2017,NA
10000,2015,Undetermined
0,2016,NA
2000,2016,Full sprinkler system present
50,2015,Full sprinkler system present
0,2016,No sprinkler system
1,2017,Partial sprinkler system present
750,2013,No sprinkler system
200,2013,Undetermined
5000,2013,No sprinkler system
25,2013,No sprinkler system
1000,2014,No sprinkler system
500,2014,No sprinkler system
0,2014,Full sprinkler system present
1000,2014,Partial sprinkler system present
2000,2015,No sprinkler system
300,2013,Partial sprinkler system present
2000,2013,No sprinkler system
100,2015,NA
2000,2017,NA
5000,2013,NA
40000,2013,NA
5000,2013,NA
0,2016,NA
40000,2015,No sprinkler system
12000,2012,NA
10000,2013,NA
40000,2014,Undetermined
3000,2016,Full sprinkler system present
0,2013,Undetermined
2500,2013,No sprinkler system
7000,2015,NA
2500,2014,No sprinkler system
1000,2014,No sprinkler system
24000,2014,NA
1000,2014,No sprinkler system
5000,2015,No sprinkler system
0,2013,No sprinkler system
5000,2016,No sprinkler system
0,2017,No sprinkler system
10000,2013,NA
15000,2014,Full sprinkler system present
200,2015,No sprinkler system
2000,2015,Partial sprinkler system present
1000,2015,No sprinkler system
7000,2013,Undetermined
500,2017,No sprinkler system
5000,2015,No sprinkler system
700,2014,No sprinkler system
5000,2014,Partial sprinkler system present
400,2014,Full sprinkler system present
0,2015,NA
1500,2016,NA
10000,2014,NA
2000,2012,NA
0,2012,NA
30000,2013,NA
250,2015,NA
5000,2015,Full sprinkler system present
15000,2016,NA
3000,2015,No sprinkler system
0,2013,No sprinkler system
0,2013,No sprinkler system
5000,2014,Undetermined
500,2014,No sprinkler system
